FID,STATION_NAME,LOCAL_TRIP_START_TIME,IMOS_SITE_CODE,NRS_TRIP_CODE,NRS_SAMPLE_CODE,UTC_TRIP_START_TIME,LATITUDE,LONGITUDE,SAMPLE_DEPTH_M,SALINITY,SALINITY_FLAG,SALINITY_COMMENTS,SILICATE_UMOL_PER_L,SILICATE_FLAG,NITRATE_UMOL_PER_L,NITRATE_FLAG,PHOSPHATE_UMOL_PER_L,PHOSPHATE_FLAG,AMMONIUM_UMOL_PER_L,AMMONIUM_FLAG,NUTRIENT_COMMENTS,TCO2_UMOL_PER_KG,CARBON_FLAG,CARBON_COMMENTS,TALKALINITY_UMOL_PER_KG,ALKALINITY_FLAG,ALKALINITY_COMMENTS,OXYGEN_UMOL_PER_L,OXYGEN_FLAG,OXYGEN_COMMENTS,geom
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3bd,North Stradbroke,16/10/2013 10:40,NRSNSI,NRSNSI20131016,NRSNSI20131016_020,2013-10-16T00:40:00Z,-27.345,153.562,20,35.645,1,,1,1,0.6,1,0.16,1,7.97,4,ammonia may be contaminated; duplicates both high,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3bc,North Stradbroke,16/10/2013 10:40,NRSNSI,NRSNSI20131016,NRSNSI20131016_030,2013-10-16T00:40:00Z,-27.345,153.562,30,35.589,1,,1.1,1,0.8,1,0.11,1,0.22,1,,2039.51,1,,2327.92,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3bb,North Stradbroke,16/10/2013 10:40,NRSNSI,NRSNSI20131016,NRSNSI20131016_040,2013-10-16T00:40:00Z,-27.345,153.562,40,35.6,1,,1.5,1,4.4,1,0.34,1,0.3,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3ba,North Stradbroke,16/10/2013 10:40,NRSNSI,NRSNSI20131016,NRSNSI20131016_050,2013-10-16T00:40:00Z,-27.345,153.562,50,35.483,1,,2,1,5.6,1,0.3,1,0.66,1,,2092.4,1,,2326.15,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3b9,North Stradbroke,16/10/2013 10:40,NRSNSI,NRSNSI20131016,NRSNSI20131016_057,2013-10-16T00:40:00Z,-27.345,153.562,57,35.499,1,,2,1,5.7,1,0.3,1,0.99,1,,2085.63,1,,2325.49,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3b8,North Stradbroke,22/11/2013 9:55,NRSNSI,NRSNSI20131121,NRSNSI20131121_000,2013-11-21T23:55:00Z,-27.345,153.562,0,35.588,1,,0.3,1,0,1,0.04,1,0.66,1,,2004.02,1,,2324.12,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3b7,North Stradbroke,22/11/2013 9:55,NRSNSI,NRSNSI20131121,NRSNSI20131121_010,2013-11-21T23:55:00Z,-27.345,153.562,10,35.58,1,,0.2,1,0,1,0.04,1,0.6,1,,2004.24,1,,2323.43,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3b6,North Stradbroke,22/11/2013 9:55,NRSNSI,NRSNSI20131121,NRSNSI20131121_020,2013-11-21T23:55:00Z,-27.345,153.562,20,35.579,1,,0.2,1,0,1,0.07,1,1.47,4,ammonia may be contaminated; duplicates both high,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3b5,North Stradbroke,22/11/2013 9:55,NRSNSI,NRSNSI20131121,NRSNSI20131121_030,2013-11-21T23:55:00Z,-27.345,153.562,30,35.62,1,,0.1,1,0.2,1,0.14,1,0.51,1,,2034.36,1,,2336.65,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3b4,North Stradbroke,22/11/2013 9:55,NRSNSI,NRSNSI20131121,NRSNSI20131121_040,2013-11-21T23:55:00Z,-27.345,153.562,40,35.579,1,,2.5,1,5.9,1,0.47,1,0.34,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3b3,North Stradbroke,22/11/2013 9:55,NRSNSI,NRSNSI20131121,NRSNSI20131121_050,2013-11-21T23:55:00Z,-27.345,153.562,50,35.502,1,,2.4,1,6.8,1,0.34,1,0.49,1,,2104.17,1,,2328.03,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3b2,North Stradbroke,22/11/2013 9:55,NRSNSI,NRSNSI20131121,NRSNSI20131121_057,2013-11-21T23:55:00Z,-27.345,153.562,57,35.484,1,,2.6,1,7.1,1,0.54,1,0.14,1,,2097.6,1,,2331.41,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3b1,North Stradbroke,12/12/2013 10:20,NRSNSI,NRSNSI20131212,NRSNSI20131212_000,2013-12-12T00:20:00Z,-27.345,153.562,0,35.722,1,,1.3,1,0,1,0.04,1,0.44,1,,2026.92,1,,2335.44,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3b0,North Stradbroke,12/12/2013 10:20,NRSNSI,NRSNSI20131212,NRSNSI20131212_010,2013-12-12T00:20:00Z,-27.345,153.562,10,35.724,1,,1.4,1,0,1,0.06,1,0.54,1,,2031.46,1,WOCE - average of duplicates,2334.03,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3af,North Stradbroke,12/12/2013 10:20,NRSNSI,NRSNSI20131212,NRSNSI20131212_020,2013-12-12T00:20:00Z,-27.345,153.562,20,35.567,1,,2,1,5.1,1,0.4,1,0.2,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3ae,North Stradbroke,12/12/2013 10:20,NRSNSI,NRSNSI20131212,NRSNSI20131212_030,2013-12-12T00:20:00Z,-27.345,153.562,30,35.609,1,,1.5,1,4.6,1,0.36,1,0.11,1,,2069.2,1,,2331.57,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3ad,North Stradbroke,12/12/2013 10:20,NRSNSI,NRSNSI20131212,NRSNSI20131212_040,2013-12-12T00:20:00Z,-27.345,153.562,40,35.587,1,,1.4,1,4.7,1,0.36,1,0.06,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3ac,North Stradbroke,12/12/2013 10:20,NRSNSI,NRSNSI20131212,NRSNSI20131212_050,2013-12-12T00:20:00Z,-27.345,153.562,50,35.605,1,,1.6,1,5.4,1,0.28,1,0.08,1,,2079.4,1,,2330.83,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3ab,North Stradbroke,12/12/2013 10:20,NRSNSI,NRSNSI20131212,NRSNSI20131212_057,2013-12-12T00:20:00Z,-27.345,153.562,57,35.631,1,,1.8,1,5.7,1,0.29,1,0.24,1,,2081.34,1,,2331.51,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3aa,North Stradbroke,13/02/2014 10:20,NRSNSI,NRSNSI20140213,NRSNSI20140213_000,2014-02-13T00:20:00Z,-27.345,153.562,0,35.682,1,,0.8,1,0,1,0.07,1,0.09,1,,2004.52,1,,2334.42,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3a9,North Stradbroke,13/02/2014 10:20,NRSNSI,NRSNSI20140213,NRSNSI20140213_010,2014-02-13T00:20:00Z,-27.345,153.562,10,35.662,1,,0.8,1,0,1,0.06,1,0.08,1,,2005.38,1,,2335.49,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3a8,North Stradbroke,13/02/2014 10:20,NRSNSI,NRSNSI20140213,NRSNSI20140213_020,2014-02-13T00:20:00Z,-27.345,153.562,20,35.641,1,,1,1,0.2,1,0.11,1,0.51,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3a7,North Stradbroke,13/02/2014 10:20,NRSNSI,NRSNSI20140213,NRSNSI20140213_030,2014-02-13T00:20:00Z,-27.345,153.562,30,35.615,1,,0.9,1,1.7,1,0.33,1,0.13,1,,2031.24,1,,2333.13,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3a6,North Stradbroke,13/02/2014 10:20,NRSNSI,NRSNSI20140213,NRSNSI20140213_040,2014-02-13T00:20:00Z,-27.345,153.562,40,35.593,1,,1.2,1,4.7,1,0.48,1,0.09,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3a5,North Stradbroke,13/02/2014 10:20,NRSNSI,NRSNSI20140213,NRSNSI20140213_050,2014-02-13T00:20:00Z,-27.345,153.562,50,35.548,1,,1.5,1,5.8,1,0.53,1,0.19,1,,2074.71,1,,2331.03,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3a4,North Stradbroke,13/02/2014 10:20,NRSNSI,NRSNSI20140213,NRSNSI20140213_057,2014-02-13T00:20:00Z,-27.345,153.562,57,35.532,1,,1.9,1,6.7,1,0.61,1,0.04,1,,2083.95,1,,2330.9,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3a3,North Stradbroke,6/03/2014 10:15,NRSNSI,NRSNSI20140306,NRSNSI20140306_000,2014-03-06T00:15:00Z,-27.345,153.562,0,35.681,1,,0,1,0.2,1,0.14,1,0.04,1,,1999.46,1,,2335.19,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3a2,North Stradbroke,6/03/2014 10:15,NRSNSI,NRSNSI20140306,NRSNSI20140306_010,2014-03-06T00:15:00Z,-27.345,153.562,10,35.644,1,,0,1,0.2,1,0.13,1,0.22,1,,2002.08,1,,2335.02,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3a1,North Stradbroke,6/03/2014 10:15,NRSNSI,NRSNSI20140306,NRSNSI20140306_020,2014-03-06T00:15:00Z,-27.345,153.562,20,35.616,1,,0.2,1,0.2,1,0.15,1,0.05,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-3a0,North Stradbroke,6/03/2014 10:15,NRSNSI,NRSNSI20140306,NRSNSI20140306_030,2014-03-06T00:15:00Z,-27.345,153.562,30,35.597,1,,0.1,1,0.3,1,0.18,1,0.02,1,,2019.36,1,,2336.06,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-39f,North Stradbroke,6/03/2014 10:15,NRSNSI,NRSNSI20140306,NRSNSI20140306_040,2014-03-06T00:15:00Z,-27.345,153.562,40,35.599,1,,0.7,1,2.8,1,0.35,1,0.69,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-39e,North Stradbroke,6/03/2014 10:15,NRSNSI,NRSNSI20140306,NRSNSI20140306_050,2014-03-06T00:15:00Z,-27.345,153.562,50,35.561,1,,2.2,1,6.6,1,0.61,1,0.31,1,,2091.28,1,,2331.71,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-39d,North Stradbroke,6/03/2014 10:15,NRSNSI,NRSNSI20140306,NRSNSI20140306_057,2014-03-06T00:15:00Z,-27.345,153.562,57,35.546,1,,2.3,1,7,1,0.63,1,0.37,1,,2091.55,1,,2331.77,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-39c,North Stradbroke,4/04/2014 10:45,NRSNSI,NRSNSI20140404,NRSNSI20140404_000,2014-04-04T00:45:00Z,-27.345,153.562,0,,9,,0.5,1,0.1,1,0.05,1,0.29,1,salinity broken in transit,1977.57,1,,2308.99,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-39b,North Stradbroke,4/04/2014 10:45,NRSNSI,NRSNSI20140404,NRSNSI20140404_010,2014-04-04T00:45:00Z,-27.345,153.562,10,35.263,1,,,9,0,1,0.05,1,0.28,1,Si not analysed,1978.12,1,,2310.18,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-39a,North Stradbroke,4/04/2014 10:45,NRSNSI,NRSNSI20140404,NRSNSI20140404_020,2014-04-04T00:45:00Z,-27.345,153.562,20,35.282,1,,0.6,1,0.1,1,0.04,1,0.31,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-399,North Stradbroke,4/04/2014 10:45,NRSNSI,NRSNSI20140404,NRSNSI20140404_030,2014-04-04T00:45:00Z,-27.345,153.562,30,35.399,1,,0.7,1,0.3,1,0.07,1,0.3,1,,1999.28,1,,2319.49,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-398,North Stradbroke,4/04/2014 10:45,NRSNSI,NRSNSI20140404,NRSNSI20140404_040,2014-04-04T00:45:00Z,-27.345,153.562,40,35.443,1,,1.3,1,2.1,1,0.19,1,1.03,2,ammonia may be contaminated; duplicates both high,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-397,North Stradbroke,4/04/2014 10:45,NRSNSI,NRSNSI20140404,NRSNSI20140404_050,2014-04-04T00:45:00Z,-27.345,153.562,50,35.471,1,,1.7,1,4.2,1,0.32,1,0.35,1,,2051.84,1,,2325.67,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-396,North Stradbroke,4/04/2014 10:45,NRSNSI,NRSNSI20140404,NRSNSI20140404_057,2014-04-04T00:45:00Z,-27.345,153.562,57,35.481,1,,1.2,1,5.9,1,0.42,1,0.54,1,,2076.08,1,,2327.11,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-395,North Stradbroke,7/05/2014 10:25,NRSNSI,NRSNSI20140507,NRSNSI20140507_000,2014-05-07T00:25:00Z,-27.345,153.562,0,35.393,1,,0.6,1,0,1,0.06,1,0.07,1,,1986.28,1,,2310,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-394,North Stradbroke,7/05/2014 10:25,NRSNSI,NRSNSI20140507,NRSNSI20140507_010,2014-05-07T00:25:00Z,-27.345,153.562,10,35.364,1,,0.5,1,0.1,1,0.06,1,0.07,1,,1986.05,1,,2311.42,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-393,North Stradbroke,7/05/2014 10:25,NRSNSI,NRSNSI20140507,NRSNSI20140507_020,2014-05-07T00:25:00Z,-27.345,153.562,20,35.378,1,,0.5,1,0.1,1,0.07,1,0.16,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-392,North Stradbroke,7/05/2014 10:25,NRSNSI,NRSNSI20140507,NRSNSI20140507_030,2014-05-07T00:25:00Z,-27.345,153.562,30,35.559,1,,1.2,1,3.2,1,0.27,1,0.08,1,,2037.94,1,,2325.3,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-391,North Stradbroke,7/05/2014 10:25,NRSNSI,NRSNSI20140507,NRSNSI20140507_040,2014-05-07T00:25:00Z,-27.345,153.562,40,35.578,1,,1.2,1,3.9,1,0.33,1,0.08,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-390,North Stradbroke,7/05/2014 10:25,NRSNSI,NRSNSI20140507,NRSNSI20140507_050,2014-05-07T00:25:00Z,-27.345,153.562,50,35.601,1,,1.1,1,4.1,1,0.36,1,0.44,1,,2059.45,1,,2331.81,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-38f,North Stradbroke,7/05/2014 10:25,NRSNSI,NRSNSI20140507,NRSNSI20140507_057,2014-05-07T00:25:00Z,-27.345,153.562,57,35.624,1,,1.1,1,4.6,1,0.38,1,0.05,1,,2068.71,1,,2334.27,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-38e,North Stradbroke,23/06/2014 10:20,NRSNSI,NRSNSI20140623,NRSNSI20140623_000,2014-06-23T00:20:00Z,-27.345,153.562,0,35.424,1,,0.3,1,0.1,1,0.07,1,0.05,1,,1996.15,1,,2318.69,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-38d,North Stradbroke,23/06/2014 10:20,NRSNSI,NRSNSI20140623,NRSNSI20140623_010,2014-06-23T00:20:00Z,-27.345,153.562,10,35.44,1,,0.3,1,0.1,1,0.09,1,0.18,1,,1995.91,1,,2320.44,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-38c,North Stradbroke,23/06/2014 10:20,NRSNSI,NRSNSI20140623,NRSNSI20140623_020,2014-06-23T00:20:00Z,-27.345,153.562,20,35.396,1,,0.3,1,0,1,0.07,1,0.08,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-38b,North Stradbroke,23/06/2014 10:20,NRSNSI,NRSNSI20140623,NRSNSI20140623_030,2014-06-23T00:20:00Z,-27.345,153.562,30,35.476,1,,0.4,1,0.6,1,0.11,1,0.16,1,,2009.98,1,,2322.6,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-38a,North Stradbroke,23/06/2014 10:20,NRSNSI,NRSNSI20140623,NRSNSI20140623_040,2014-06-23T00:20:00Z,-27.345,153.562,40,35.479,1,,0.3,1,1.1,1,0.16,1,0.15,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-389,North Stradbroke,23/06/2014 10:20,NRSNSI,NRSNSI20140623,NRSNSI20140623_050,2014-06-23T00:20:00Z,-27.345,153.562,50,35.602,1,,1.3,1,5.1,1,0.41,1,0.09,1,,2072.38,1,,2333.17,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-388,North Stradbroke,23/06/2014 10:20,NRSNSI,NRSNSI20140623,NRSNSI20140623_057,2014-06-23T00:20:00Z,-27.345,153.562,57,35.575,1,,1.7,1,5.9,1,0.47,1,0.1,1,,2081.9,1,,2331.5,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-387,North Stradbroke,25/07/2014 10:35,NRSNSI,NRSNSI20140725,NRSNSI20140725_000,2014-07-25T00:35:00Z,-27.345,153.562,0,35.637,1,,0.2,1,0,1,0.07,1,0.05,1,,2015.01,1,,2332.75,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-386,North Stradbroke,25/07/2014 10:35,NRSNSI,NRSNSI20140725,NRSNSI20140725_010,2014-07-25T00:35:00Z,-27.345,153.562,10,35.598,1,,0.1,1,0.1,1,0.1,1,0.15,1,,2016.51,1,,2334.14,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-385,North Stradbroke,25/07/2014 10:35,NRSNSI,NRSNSI20140725,NRSNSI20140725_020,2014-07-25T00:35:00Z,-27.345,153.562,20,35.568,1,,0.2,1,0,1,0.07,1,0.37,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-384,North Stradbroke,25/07/2014 10:35,NRSNSI,NRSNSI20140725,NRSNSI20140725_030,2014-07-25T00:35:00Z,-27.345,153.562,30,35.543,1,,0.2,1,0.2,1,0.09,1,0.21,1,,2016.62,1,,2329.21,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-383,North Stradbroke,25/07/2014 10:35,NRSNSI,NRSNSI20140725,NRSNSI20140725_040,2014-07-25T00:35:00Z,-27.345,153.562,40,35.555,1,,0.5,1,0.4,1,0.15,1,0.38,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-382,North Stradbroke,25/07/2014 10:35,NRSNSI,NRSNSI20140725,NRSNSI20140725_050,2014-07-25T00:35:00Z,-27.345,153.562,50,35.555,1,,1.2,1,2,1,0.17,1,0.48,1,,2042.46,1,,2330.47,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-381,North Stradbroke,25/07/2014 10:35,NRSNSI,NRSNSI20140725,NRSNSI20140725_057,2014-07-25T00:35:00Z,-27.345,153.562,57,35.553,1,,1.3,1,2.3,1,0.16,1,0.41,1,,2046.75,1,,2331.4,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-380,North Stradbroke,1/09/2014 10:10,NRSNSI,NRSNSI20140901,NRSNSI20140901_000,2014-09-01T00:10:00Z,-27.345,153.562,0,35.517,1,,0,1,0.3,1,0.16,1,0.05,1,,2008.89,1,,2326.84,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-37f,North Stradbroke,1/09/2014 10:10,NRSNSI,NRSNSI20140901,NRSNSI20140901_010,2014-09-01T00:10:00Z,-27.345,153.562,10,35.544,1,,0,1,0,1,0.11,1,0.04,1,,2010.62,1,,2326.52,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-37e,North Stradbroke,1/09/2014 10:10,NRSNSI,NRSNSI20140901,NRSNSI20140901_020,2014-09-01T00:10:00Z,-27.345,153.562,20,35.509,1,,0,1,0.1,1,0.11,1,0.31,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-37d,North Stradbroke,1/09/2014 10:10,NRSNSI,NRSNSI20140901,NRSNSI20140901_030,2014-09-01T00:10:00Z,-27.345,153.562,30,35.517,1,,0.1,1,0.5,1,0.14,1,0.14,1,,2024.02,1,,2327.69,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-37c,North Stradbroke,1/09/2014 10:10,NRSNSI,NRSNSI20140901,NRSNSI20140901_040,2014-09-01T00:10:00Z,-27.345,153.562,40,35.509,1,,0.1,1,0.9,1,0.23,1,0.23,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-37b,North Stradbroke,1/09/2014 10:10,NRSNSI,NRSNSI20140901,NRSNSI20140901_050,2014-09-01T00:10:00Z,-27.345,153.562,50,35.541,1,,0.6,1,1.4,1,0.16,1,0.09,1,,2030.63,1,,2327.87,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-37a,North Stradbroke,1/09/2014 10:10,NRSNSI,NRSNSI20140901,NRSNSI20140901_057,2014-09-01T00:10:00Z,-27.345,153.562,57,35.583,1,,0.5,1,2.2,1,0.27,1,0.18,1,,2049.94,1,,2329.47,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-379,North Stradbroke,17/09/2014 10:30,NRSNSI,NRSNSI20140917,NRSNSI20140917_000,2014-09-17T00:30:00Z,-27.345,153.562,0,35.563,1,,0.6,1,0.5,1,0.19,1,0,1,,2026.3,1,,2326.57,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-378,North Stradbroke,17/09/2014 10:30,NRSNSI,NRSNSI20140917,NRSNSI20140917_010,2014-09-17T00:30:00Z,-27.345,153.562,10,35.512,1,,0.3,1,0.5,1,0.2,1,0.13,1,,2026.16,1,,2325.79,1,WOCE - average of duplicates,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-377,North Stradbroke,17/09/2014 10:30,NRSNSI,NRSNSI20140917,NRSNSI20140917_020,2014-09-17T00:30:00Z,-27.345,153.562,20,35.517,1,,1,1,0.7,1,0.17,1,0.1,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-376,North Stradbroke,17/09/2014 10:30,NRSNSI,NRSNSI20140917,NRSNSI20140917_030,2014-09-17T00:30:00Z,-27.345,153.562,30,35.509,1,,0.7,1,0.9,1,0.17,1,0.15,1,,2031.19,1,,2325.16,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-375,North Stradbroke,17/09/2014 10:30,NRSNSI,NRSNSI20140917,NRSNSI20140917_040,2014-09-17T00:30:00Z,-27.345,153.562,40,35.493,1,,1.4,1,3,1,0.3,1,0.56,1,,,9,,,9,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-374,North Stradbroke,17/09/2014 10:30,NRSNSI,NRSNSI20140917,NRSNSI20140917_050,2014-09-17T00:30:00Z,-27.345,153.562,50,35.504,1,,1.8,1,6.9,1,0.51,1,0.15,1,,2092.52,1,,2328.28,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-373,North Stradbroke,17/09/2014 10:30,NRSNSI,NRSNSI20140917,NRSNSI20140917_057,2014-09-17T00:30:00Z,-27.345,153.562,57,35.505,1,,1.6,1,6.7,1,0.44,1,0.16,1,,2091.92,1,,2328.54,1,,,9,,POINT (153.562 -27.345)
anmn_nrs_bgc_chemistry_data.fid--65a59387_1714ce25319_-372,North Stradbroke,20/10/2014 10:45,NRSNSI,NRSNSI20141020,NRSNSI20141020_000,2014-10-20T00:45:00Z,-27.345,153.562,0,36.629,1,,0.4,1,0.1,1,0.12,1,0.1,1,,2011.3,1,,2328.7,1,,,9,,POINT (153.562 -27.345)
