cell_x_y,taxa,num_id,dimension,measure_mm,Sample
"2,4",Other,13,length,0.478,333_0.5B
"2,4",Other,13,width,0.392,333_0.5B
"2,4",Other,14,length,0.352,333_0.5B
"2,4",Other,14,width,0.326,333_0.5B
"2,4",Other,15,length,0.488,333_0.5B
"2,4",Other,15,width,0.26,333_0.5B
"2,4",Other,16,length,0.424,333_0.5B
"2,4",Other,16,width,0.267,333_0.5B
"2,4",Other,17,length,1.628,333_0.5B
"2,4",Other,17,width,1.172,333_0.5B
"2,4",Copepod,1,length,1.623,437_0.25
"2,4",Copepod,1,width,0.668,437_0.25
"2,4",Copepod,2,length,1.821,437_0.25
"2,4",Copepod,2,width,0.868,437_0.25
"2,4",Copepod,3,length,1.503,437_0.25
"2,4",Copepod,3,width,0.546,437_0.25
"2,4",Copepod,4,length,1.056,437_0.25
"2,4",Copepod,4,width,0.448,437_0.25
"2,4",Copepod,5,length,1.888,437_0.25
"2,4",Copepod,5,width,0.836,437_0.25
"2,4",Copepod,6,length,1.195,437_0.25
"2,4",Copepod,6,width,0.52,437_0.25
"2,4",Copepod,7,length,1.498,437_0.25
"2,4",Copepod,7,width,0.648,437_0.25
"2,4",Copepod,8,length,1.474,437_0.25
"2,4",Copepod,8,width,0.539,437_0.25
"2,4",Copepod,9,length,2.223,437_0.25
"2,4",Copepod,9,width,0.701,437_0.25
"2,4",Copepod,10,length,1.064,437_0.25
"2,4",Copepod,10,width,0.497,437_0.25
"2,4",Copepod,11,length,0.849,437_0.25
"2,4",Copepod,11,width,0.38,437_0.25
"2,4",Copepod,12,length,0.614,437_0.25
"2,4",Copepod,12,width,0.255,437_0.25
"2,4",Copepod,13,length,1.14,437_0.25
"2,4",Copepod,13,width,0.479,437_0.25
"2,4",Copepod,14,length,0.745,437_0.25
"2,4",Copepod,14,width,0.284,437_0.25
"2,4",Copepod,15,length,0.618,437_0.25
"2,4",Copepod,15,width,0.38,437_0.25
"2,4",Copepod,16,length,1.051,437_0.25
"2,4",Copepod,16,width,0.595,437_0.25
"2,4",Copepod,17,length,1.101,437_0.25
"2,4",Copepod,17,width,0.399,437_0.25
"2,4",Copepod,18,length,0.977,437_0.25
"2,4",Copepod,18,width,0.368,437_0.25
"2,4",Copepod,19,length,1.203,437_0.25
"2,4",Copepod,19,width,0.557,437_0.25
"2,4",Copepod,20,length,1.158,437_0.25
"2,4",Copepod,20,width,0.41,437_0.25
"2,4",Copepod,21,length,1.152,437_0.25
"2,4",Copepod,21,width,0.542,437_0.25
"2,4",Copepod,22,length,0.817,437_0.25
"2,4",Copepod,22,width,0.341,437_0.25
"2,4",Copepod,23,length,0.582,437_0.25
"2,4",Copepod,23,width,0.261,437_0.25
"2,4",Copepod,24,length,0.785,437_0.25
"2,4",Copepod,24,width,0.433,437_0.25
"2,4",Copepod,25,length,0.81,437_0.25
"2,4",Copepod,25,width,0.336,437_0.25
"2,4",Copepod,26,length,1.202,437_0.25
"2,4",Copepod,26,width,0.511,437_0.25
"2,4",Copepod,27,length,0.875,437_0.25
"2,4",Copepod,27,width,0.481,437_0.25
"2,4",Copepod,28,length,0.646,437_0.25
"2,4",Copepod,28,width,0.316,437_0.25
"2,4",Copepod,29,length,0.77,437_0.25
"2,4",Copepod,29,width,0.358,437_0.25
"2,4",Copepod,30,length,0.665,437_0.25
"2,4",Copepod,30,width,0.26,437_0.25
"2,4",Copepod,31,length,0.753,437_0.25
"2,4",Copepod,31,width,0.475,437_0.25
"2,4",Copepod,32,length,0.709,437_0.25
"2,4",Copepod,32,width,0.269,437_0.25
"2,4",Copepod,33,length,1.383,437_0.25
"2,4",Copepod,33,width,0.576,437_0.25
"2,4",Copepod,34,length,0.657,437_0.25
"2,4",Copepod,34,width,0.36,437_0.25
"2,4",Copepod,35,length,0.631,437_0.25
"2,4",Copepod,35,width,0.27,437_0.25
"2,4",Copepod,36,length,0.581,437_0.25
"2,4",Copepod,36,width,0.224,437_0.25
"2,4",Copepod,37,length,0.707,437_0.25
"2,4",Copepod,37,width,0.323,437_0.25
"2,4",Copepod,38,length,0.994,437_0.25
"2,4",Copepod,38,width,0.455,437_0.25
"2,4",Copepod,39,length,1.083,437_0.25
"2,4",Copepod,39,width,0.405,437_0.25
"2,4",Copepod,40,length,0.803,437_0.25
"2,4",Copepod,40,width,0.417,437_0.25
"2,4",Copepod,41,length,0.779,437_0.25
"2,4",Copepod,41,width,0.464,437_0.25
"2,4",Copepod,42,length,0.882,437_0.25
"2,4",Copepod,42,width,0.326,437_0.25
"2,4",Copepod,43,length,3.421,437_0.25
"2,4",Copepod,43,width,1.034,437_0.25
"2,4",Copepod,44,length,1.022,437_0.25
"2,4",Copepod,44,width,0.356,437_0.25
"2,4",Copepod,45,length,0.817,437_0.25
"2,4",Copepod,45,width,0.766,437_0.25
"2,4",Copepod,46,length,0.736,437_0.25
"2,4",Copepod,46,width,0.289,437_0.25
"2,4",Copepod,47,length,0.791,437_0.25
"2,4",Copepod,47,width,0.332,437_0.25
"2,4",Copepod,48,length,0.691,437_0.25
"2,4",Copepod,48,width,0.234,437_0.25
"2,4",Copepod,49,length,0.625,437_0.25
"2,4",Copepod,49,width,0.186,437_0.25
"2,4",Copepod,50,length,0.691,437_0.25
"2,4",Copepod,50,width,0.258,437_0.25
"2,4",Copepod,51,length,1.159,437_0.25
"2,4",Copepod,51,width,0.539,437_0.25
"2,4",Copepod,52,length,0.691,437_0.25
"2,4",Copepod,52,width,0.304,437_0.25
"2,4",Copepod,53,length,0.716,437_0.25
"2,4",Copepod,53,width,0.292,437_0.25
"2,4",Copepod,54,length,0.671,437_0.25
"2,4",Copepod,54,width,0.281,437_0.25
"2,4",Copepod,55,length,1.208,437_0.25
"2,4",Copepod,55,width,0.457,437_0.25
"2,4",Copepod,56,length,1.186,437_0.25
"2,4",Copepod,56,width,0.481,437_0.25
"2,4",Copepod,57,length,1.011,437_0.25
"2,4",Copepod,57,width,0.456,437_0.25
"2,4",Copepod,58,length,1.152,437_0.25
"2,4",Copepod,58,width,0.433,437_0.25
"2,4",Copepod,59,length,0.619,437_0.25
"2,4",Copepod,59,width,0.264,437_0.25
"2,4",Copepod,60,length,0.874,437_0.25
"2,4",Copepod,60,width,0.495,437_0.25
"2,4",Copepod,61,length,1.037,437_0.25
"2,4",Copepod,61,width,0.537,437_0.25
"2,4",Copepod,62,length,0.725,437_0.25
"2,4",Copepod,62,width,0.318,437_0.25
"2,4",Copepod,63,length,0.759,437_0.25
"2,4",Copepod,63,width,0.33,437_0.25
"2,4",Copepod,64,length,1.9,437_0.25
"2,4",Copepod,64,width,0.534,437_0.25
"2,4",Copepod,65,length,2.563,437_0.25
"2,4",Copepod,65,width,0.681,437_0.25
"2,4",Copepod,66,length,0.605,437_0.25
"2,4",Copepod,66,width,0.286,437_0.25
"2,4",Copepod,67,length,0.994,437_0.25
"2,4",Copepod,67,width,0.393,437_0.25
"2,4",Copepod,68,length,1.243,437_0.25
"2,4",Copepod,68,width,0.583,437_0.25
"2,4",Copepod,69,length,2.632,437_0.25
"2,4",Copepod,69,width,0.842,437_0.25
"2,4",Copepod,70,length,1.079,437_0.25
"2,4",Copepod,70,width,0.433,437_0.25
"2,4",Copepod,71,length,0.911,437_0.25
"2,4",Copepod,71,width,0.323,437_0.25
"2,4",Copepod,72,length,0.899,437_0.25
"2,4",Copepod,72,width,0.365,437_0.25
"2,4",Copepod,73,length,0.641,437_0.25
"2,4",Copepod,73,width,0.272,437_0.25
"2,4",Copepod,74,length,0.88,437_0.25
"2,4",Copepod,74,width,0.424,437_0.25
"2,4",Copepod,75,length,0.761,437_0.25
"2,4",Copepod,75,width,0.361,437_0.25
"2,4",Copepod,76,length,0.414,437_0.25
"2,4",Copepod,76,width,0.275,437_0.25
"2,4",Copepod,77,length,0.742,437_0.25
"2,4",Copepod,77,width,0.318,437_0.25
"2,4",Copepod,78,length,0.777,437_0.25
"2,4",Copepod,78,width,0.333,437_0.25
"2,4",Copepod,79,length,0.855,437_0.25
"2,4",Copepod,79,width,0.295,437_0.25
"2,4",Copepod,80,length,1.609,437_0.25
"2,4",Copepod,80,width,0.551,437_0.25
"2,4",Copepod,81,length,1.792,437_0.25
"2,4",Copepod,81,width,0.765,437_0.25
"2,4",Copepod,82,length,1.051,437_0.25
"2,4",Copepod,82,width,0.527,437_0.25
"2,4",Copepod,83,length,1.162,437_0.25
"2,4",Copepod,83,width,0.716,437_0.25
"2,4",Copepod,84,length,1.075,437_0.25
"2,4",Copepod,84,width,0.555,437_0.25
"2,4",Copepod,85,length,1.159,437_0.25
"2,4",Copepod,85,width,0.571,437_0.25
"2,4",Copepod,86,length,1.064,437_0.25
"2,4",Copepod,86,width,0.495,437_0.25
"2,4",Copepod,87,length,1.406,437_0.25
"2,4",Copepod,87,width,0.475,437_0.25
"2,4",Copepod,88,length,1.064,437_0.25
"2,4",Copepod,88,width,0.526,437_0.25
"2,4",Copepod,89,length,0.871,437_0.25
"2,4",Copepod,89,width,0.421,437_0.25
"2,4",Copepod,90,length,0.969,437_0.25
"2,4",Copepod,90,width,0.464,437_0.25
"2,4",Copepod,91,length,1.138,437_0.25
"2,4",Copepod,91,width,0.539,437_0.25
"2,4",Copepod,92,length,1.139,437_0.25
"2,4",Copepod,92,width,0.582,437_0.25
"2,4",Copepod,93,length,1.244,437_0.25
"2,4",Copepod,93,width,0.502,437_0.25
"2,4",Copepod,94,length,0.963,437_0.25
"2,4",Copepod,94,width,0.471,437_0.25
"2,4",Copepod,95,length,1.097,437_0.25
"2,4",Copepod,95,width,0.439,437_0.25
"2,4",Copepod,96,length,1.133,437_0.25
"2,4",Copepod,96,width,0.45,437_0.25
"2,4",Copepod,97,length,0.853,437_0.25
"2,4",Copepod,97,width,0.395,437_0.25
"2,4",Copepod,98,length,0.673,437_0.25
"2,4",Copepod,98,width,0.364,437_0.25
"2,4",Copepod,99,length,2.241,437_0.25
"2,4",Copepod,99,width,0.964,437_0.25
"2,4",Copepod,100,length,1.244,437_0.25
"2,4",Copepod,100,width,0.547,437_0.25
"2,4",Copepod,101,length,2.628,437_0.25
"2,4",Copepod,101,width,1.03,437_0.25
"2,4",Copepod,102,length,0.629,437_0.25
"2,4",Copepod,102,width,0.26,437_0.25
"2,4",Copepod,103,length,0.824,437_0.25
"2,4",Copepod,103,width,0.403,437_0.25
"2,4",Copepod,104,length,0.663,437_0.25
"2,4",Copepod,104,width,0.279,437_0.25
"2,4",Copepod,105,length,1.003,437_0.25
"2,4",Copepod,105,width,0.61,437_0.25
"2,4",Copepod,106,length,0.763,437_0.25
"2,4",Copepod,106,width,0.525,437_0.25
"2,4",Copepod,107,length,1.869,437_0.25
"2,4",Copepod,107,width,0.591,437_0.25
"2,4",Copepod,108,length,1.038,437_0.25
"2,4",Copepod,108,width,0.555,437_0.25
"2,4",Copepod,109,length,1.11,437_0.25
"2,4",Copepod,109,width,0.44,437_0.25
"2,4",Copepod,110,length,1.011,437_0.25
"2,4",Copepod,110,width,0.41,437_0.25
"2,4",Copepod,111,length,0.906,437_0.25
"2,4",Copepod,111,width,0.355,437_0.25
"2,4",Copepod,112,length,1.914,437_0.25
"2,4",Copepod,112,width,0.472,437_0.25
"2,4",Copepod,113,length,2.011,437_0.25
"2,4",Copepod,113,width,0.731,437_0.25
"2,4",Copepod,114,length,0.836,437_0.25
"2,4",Copepod,114,width,0.451,437_0.25
"2,4",Copepod,115,length,1.26,437_0.25
"2,4",Copepod,115,width,0.436,437_0.25
"2,4",Copepod,116,length,1.034,437_0.25
"2,4",Copepod,116,width,0.356,437_0.25
"2,4",Copepod,117,length,0.731,437_0.25
"2,4",Copepod,117,width,0.326,437_0.25
"2,4",Copepod,118,length,0.759,437_0.25
"2,4",Copepod,118,width,0.399,437_0.25
"2,4",Copepod,119,length,0.631,437_0.25
"2,4",Copepod,119,width,0.316,437_0.25
"2,4",Copepod,120,length,0.613,437_0.25
"2,4",Copepod,120,width,0.255,437_0.25
"2,4",Copepod,121,length,0.618,437_0.25
"2,4",Copepod,121,width,0.323,437_0.25
"2,4",Copepod,122,length,0.918,437_0.25
"2,4",Copepod,122,width,0.333,437_0.25
"2,4",Copepod,123,length,0.56,437_0.25
"2,4",Copepod,123,width,0.242,437_0.25
"2,4",Copepod,124,length,0.491,437_0.25
"2,4",Copepod,124,width,0.267,437_0.25
"2,4",Copepod,125,length,0.623,437_0.25
"2,4",Copepod,125,width,0.242,437_0.25
"2,4",Copepod,126,length,0.857,437_0.25
"2,4",Copepod,126,width,0.299,437_0.25
"2,4",Copepod,127,length,0.651,437_0.25
"2,4",Copepod,127,width,0.226,437_0.25
"2,4",Copepod,128,length,1.063,437_0.25
"2,4",Copepod,128,width,0.26,437_0.25
"2,4",Copepod,129,length,1.133,437_0.25
"2,4",Copepod,129,width,0.506,437_0.25
"2,4",Copepod,130,length,2.421,437_0.25
"2,4",Copepod,130,width,0.797,437_0.25
"2,4",Copepod,131,length,0.86,437_0.25
"2,4",Copepod,131,width,0.306,437_0.25
"2,4",Copepod,132,length,0.753,437_0.25
"2,4",Copepod,132,width,0.4,437_0.25
"2,4",Copepod,133,length,1.835,437_0.25
"2,4",Copepod,133,width,0.615,437_0.25
"2,4",Copepod,134,length,1.005,437_0.25
"2,4",Copepod,134,width,0.419,437_0.25
"2,4",Copepod,135,length,0.991,437_0.25
"2,4",Copepod,135,width,0.422,437_0.25
"2,4",Copepod,136,length,0.595,437_0.25
"2,4",Copepod,136,width,0.279,437_0.25
"2,4",Copepod,137,length,0.658,437_0.25
"2,4",Copepod,137,width,0.425,437_0.25
"2,4",Copepod,138,length,0.784,437_0.25
"2,4",Copepod,138,width,0.342,437_0.25
"2,4",Copepod,139,length,0.86,437_0.25
"2,4",Copepod,139,width,0.409,437_0.25
"2,4",Copepod,140,length,0.852,437_0.25
"2,4",Copepod,140,width,0.428,437_0.25
"2,4",Copepod,141,length,0.943,437_0.25
"2,4",Copepod,141,width,0.43,437_0.25
"2,4",Copepod,142,length,0.695,437_0.25
"2,4",Copepod,142,width,0.341,437_0.25
"2,4",Copepod,143,length,0.629,437_0.25
"2,4",Copepod,143,width,0.354,437_0.25
"2,4",Copepod,144,length,0.92,437_0.25
"2,4",Copepod,144,width,0.442,437_0.25
"2,4",Larval_fish,1,length,5.07,437_0.25
"2,4",Larval_fish,1,width,0.725,437_0.25
"2,4",Fish_egg,1,length,0.692,437_0.25
"2,4",Fish_egg,1,width,0.752,437_0.25
"2,4",Fish_egg,2,length,0.811,437_0.25
"2,4",Fish_egg,2,width,0.731,437_0.25
"2,4",Fish_egg,3,length,0.87,437_0.25
"2,4",Fish_egg,3,width,0.918,437_0.25
"2,4",Fish_egg,4,length,0.761,437_0.25
"2,4",Fish_egg,4,width,0.79,437_0.25
"2,4",Fish_egg,5,length,0.86,437_0.25
"2,4",Fish_egg,5,width,0.821,437_0.25
"2,4",Fish_egg,6,length,0.823,437_0.25
"2,4",Fish_egg,6,width,0.772,437_0.25
"2,4",Fish_egg,7,length,0.787,437_0.25
"2,4",Fish_egg,7,width,0.691,437_0.25
"2,4",Fish_egg,8,length,0.766,437_0.25
"2,4",Fish_egg,8,width,0.809,437_0.25
"2,4",Fish_egg,9,length,0.796,437_0.25
"2,4",Fish_egg,9,width,0.771,437_0.25
"2,4",Fish_egg,10,length,0.821,437_0.25
"2,4",Fish_egg,10,width,0.849,437_0.25
"2,4",Fish_egg,11,length,0.764,437_0.25
"2,4",Fish_egg,11,width,0.725,437_0.25
"2,4",Fish_egg,12,length,0.675,437_0.25
"2,4",Fish_egg,12,width,0.699,437_0.25
"2,4",Fish_egg,13,length,0.789,437_0.25
"2,4",Fish_egg,13,width,0.716,437_0.25
"2,4",Fish_egg,14,length,0.836,437_0.25
"2,4",Fish_egg,14,width,0.852,437_0.25
"2,4",Fish_egg,15,length,0.733,437_0.25
"2,4",Fish_egg,15,width,0.743,437_0.25
"2,4",Fish_egg,16,length,0.807,437_0.25
"2,4",Fish_egg,16,width,0.775,437_0.25
"2,4",Fish_egg,17,length,0.869,437_0.25
"2,4",Fish_egg,17,width,0.711,437_0.25
"2,4",Fish_egg,18,length,0.811,437_0.25
"2,4",Fish_egg,18,width,0.731,437_0.25
"2,4",Fish_egg,19,length,0.797,437_0.25
"2,4",Fish_egg,19,width,0.801,437_0.25
"2,4",Fish_egg,20,length,0.836,437_0.25
"2,4",Fish_egg,20,width,0.838,437_0.25
"2,4",Fish_egg,21,length,0.849,437_0.25
"2,4",Fish_egg,21,width,0.769,437_0.25
"2,4",Fish_egg,22,length,0.886,437_0.25
"2,4",Fish_egg,22,width,0.782,437_0.25
"2,4",Fish_egg,23,length,0.796,437_0.25
"2,4",Fish_egg,23,width,0.659,437_0.25
"2,4",Fish_egg,24,length,0.77,437_0.25
"2,4",Fish_egg,24,width,0.753,437_0.25
"2,4",Fish_egg,25,length,0.887,437_0.25
"2,4",Fish_egg,25,width,0.878,437_0.25
"2,4",Fish_egg,26,length,0.827,437_0.25
"2,4",Fish_egg,26,width,0.825,437_0.25
"2,4",Fish_egg,27,length,0.731,437_0.25
"2,4",Fish_egg,27,width,0.785,437_0.25
"2,4",Fish_egg,28,length,0.766,437_0.25
"2,4",Fish_egg,28,width,0.805,437_0.25
"2,4",Fish_egg,29,length,0.774,437_0.25
"2,4",Fish_egg,29,width,0.899,437_0.25
"2,4",Fish_egg,30,length,0.807,437_0.25
"2,4",Fish_egg,30,width,0.797,437_0.25
"2,4",Fish_egg,31,length,0.879,437_0.25
"2,4",Fish_egg,31,width,0.785,437_0.25
"2,4",Fish_egg,32,length,0.789,437_0.25
"2,4",Fish_egg,32,width,0.794,437_0.25
"2,4",Fish_egg,33,length,0.77,437_0.25
"2,4",Fish_egg,33,width,0.766,437_0.25
"2,4",Fish_egg,34,length,0.716,437_0.25
"2,4",Fish_egg,34,width,0.825,437_0.25
"2,4",Fish_egg,35,length,0.754,437_0.25
"2,4",Fish_egg,35,width,0.818,437_0.25
"2,4",Fish_egg,36,length,0.884,437_0.25
"2,4",Fish_egg,36,width,0.852,437_0.25
"2,4",Fish_egg,37,length,0.765,437_0.25
"2,4",Fish_egg,37,width,0.743,437_0.25
"2,4",Fish_egg,38,length,0.78,437_0.25
"2,4",Fish_egg,38,width,0.77,437_0.25
"2,4",Fish_egg,39,length,0.794,437_0.25
"2,4",Fish_egg,39,width,0.785,437_0.25
"2,4",Fish_egg,40,length,1.039,437_0.25
"2,4",Fish_egg,40,width,1.032,437_0.25
"2,4",Fish_egg,41,length,0.868,437_0.25
"2,4",Fish_egg,41,width,0.805,437_0.25
"2,4",Fish_egg,42,length,0.797,437_0.25
"2,4",Fish_egg,42,width,0.766,437_0.25
"2,4",Krill,1,length,4.29,437_0.25
"2,4",Krill,1,width,0.617,437_0.25
"2,4",Other,1,length,0.811,437_0.25
"2,4",Other,1,width,0.494,437_0.25
"2,4",Other,2,length,0.354,437_0.25
"2,4",Other,2,width,0.341,437_0.25
"2,4",Other,3,length,0.882,437_0.25
"2,4",Other,3,width,0.488,437_0.25
"2,4",Other,4,length,0.436,437_0.25
"2,4",Other,4,width,0.346,437_0.25
"2,4",Other,5,length,0.408,437_0.25
"2,4",Other,5,width,0.334,437_0.25
"2,4",Other,6,length,2.002,437_0.25
"2,4",Other,6,width,0.342,437_0.25
"2,4",Other,7,length,0.331,437_0.25
"2,4",Other,7,width,0.26,437_0.25
"2,4",Other,8,length,0.654,437_0.25
"2,4",Other,8,width,0.455,437_0.25
"2,4",Other,9,length,0.533,437_0.25
"2,4",Other,9,width,0.228,437_0.25
"2,4",Other,10,length,0.632,437_0.25
"2,4",Other,10,width,0.605,437_0.25
"2,4",Other,11,length,0.671,437_0.25
"2,4",Other,11,width,0.651,437_0.25
"2,4",Other,12,length,1.182,437_0.25
"2,4",Other,12,width,0.92,437_0.25
"2,4",Other,13,length,0.665,437_0.25
"2,4",Other,13,width,0.542,437_0.25
"2,4",Other,14,length,0.868,437_0.25
"2,4",Other,14,width,0.507,437_0.25
"4,6",Copepod,1,length,3.591,437_0.25
"4,6",Copepod,1,width,1.155,437_0.25
"4,6",Copepod,2,length,0.738,437_0.25
"4,6",Copepod,2,width,0.369,437_0.25
"4,6",Copepod,3,length,0.726,437_0.25
"4,6",Copepod,3,width,0.389,437_0.25
"4,6",Copepod,4,length,0.848,437_0.25
"4,6",Copepod,4,width,0.513,437_0.25
"4,6",Copepod,5,length,0.991,437_0.25
"4,6",Copepod,5,width,0.554,437_0.25
"4,6",Copepod,6,length,0.994,437_0.25
"4,6",Copepod,6,width,0.515,437_0.25
"4,6",Copepod,7,length,0.993,437_0.25
"4,6",Copepod,7,width,0.341,437_0.25
"4,6",Copepod,8,length,1.631,437_0.25
"4,6",Copepod,8,width,0.731,437_0.25
"4,6",Copepod,9,length,0.831,437_0.25
"4,6",Copepod,9,width,0.467,437_0.25
"4,6",Copepod,10,length,0.838,437_0.25
"4,6",Copepod,10,width,0.453,437_0.25
"4,6",Copepod,11,length,0.696,437_0.25
"4,6",Copepod,11,width,0.241,437_0.25
"4,6",Copepod,12,length,0.766,437_0.25
"4,6",Copepod,12,width,0.396,437_0.25
"4,6",Copepod,13,length,0.708,437_0.25
"4,6",Copepod,13,width,0.313,437_0.25
"4,6",Copepod,14,length,0.949,437_0.25
"4,6",Copepod,14,width,0.333,437_0.25
"4,6",Copepod,15,length,0.629,437_0.25
"4,6",Copepod,15,width,0.23,437_0.25
"4,6",Copepod,16,length,0.58,437_0.25
"4,6",Copepod,16,width,0.318,437_0.25
"4,6",Copepod,17,length,0.722,437_0.25
"4,6",Copepod,17,width,0.395,437_0.25
"4,6",Copepod,18,length,0.912,437_0.25
"4,6",Copepod,18,width,0.46,437_0.25
"4,6",Copepod,19,length,0.95,437_0.25
"4,6",Copepod,19,width,0.367,437_0.25
"4,6",Copepod,20,length,1.1,437_0.25
"4,6",Copepod,20,width,0.564,437_0.25
"4,6",Copepod,21,length,1.152,437_0.25
"4,6",Copepod,21,width,0.584,437_0.25
"4,6",Copepod,22,length,0.581,437_0.25
"4,6",Copepod,22,width,0.332,437_0.25
"4,6",Copepod,23,length,0.665,437_0.25
"4,6",Copepod,23,width,0.212,437_0.25
"4,6",Copepod,24,length,0.742,437_0.25
"4,6",Copepod,24,width,0.403,437_0.25
"4,6",Copepod,25,length,0.608,437_0.25
"4,6",Copepod,25,width,0.327,437_0.25
"4,6",Copepod,26,length,0.809,437_0.25
"4,6",Copepod,26,width,0.411,437_0.25
"4,6",Copepod,27,length,0.894,437_0.25
"4,6",Copepod,27,width,0.319,437_0.25
"4,6",Copepod,28,length,0.715,437_0.25
"4,6",Copepod,28,width,0.286,437_0.25
"4,6",Copepod,29,length,0.761,437_0.25
"4,6",Copepod,29,width,0.361,437_0.25
"4,6",Copepod,30,length,0.804,437_0.25
"4,6",Copepod,30,width,0.405,437_0.25
"4,6",Copepod,31,length,0.52,437_0.25
"4,6",Copepod,31,width,0.252,437_0.25
"4,6",Copepod,32,length,0.646,437_0.25
"4,6",Copepod,32,width,0.287,437_0.25
"4,6",Copepod,33,length,1.547,437_0.25
"4,6",Copepod,33,width,0.576,437_0.25
"4,6",Copepod,34,length,0.878,437_0.25
"4,6",Copepod,34,width,0.312,437_0.25
"4,6",Copepod,35,length,0.568,437_0.25
"4,6",Copepod,35,width,0.283,437_0.25
"4,6",Copepod,36,length,0.817,437_0.25
"4,6",Copepod,36,width,0.361,437_0.25
"4,6",Copepod,37,length,1.067,437_0.25
"4,6",Copepod,37,width,0.336,437_0.25
"4,6",Copepod,38,length,0.884,437_0.25
"4,6",Copepod,38,width,0.279,437_0.25
"4,6",Copepod,39,length,0.951,437_0.25
"4,6",Copepod,39,width,0.41,437_0.25
"4,6",Copepod,40,length,0.675,437_0.25
"4,6",Copepod,40,width,0.367,437_0.25
"4,6",Copepod,41,length,0.493,437_0.25
"4,6",Copepod,41,width,0.287,437_0.25
"4,6",Larval_fish,1,length,9.07,437_0.25
"4,6",Larval_fish,1,width,0.674,437_0.25
"4,6",Fish_egg,1,length,0.763,437_0.25
"4,6",Fish_egg,1,width,0.758,437_0.25
"4,6",Fish_egg,2,length,0.807,437_0.25
"4,6",Fish_egg,2,width,0.83,437_0.25
"4,6",Fish_egg,3,length,0.874,437_0.25
"4,6",Fish_egg,3,width,0.85,437_0.25
"4,6",Fish_egg,4,length,0.803,437_0.25
"4,6",Fish_egg,4,width,0.829,437_0.25
"4,6",Fish_egg,5,length,0.35,437_0.25
"4,6",Fish_egg,5,width,0.513,437_0.25
"4,6",Other,1,length,0.855,437_0.25
"4,6",Other,1,width,0.64,437_0.25
"4,6",Other,2,length,0.545,437_0.25
"4,6",Other,2,width,0.394,437_0.25
"4,6",Other,3,length,0.559,437_0.25
"4,6",Other,3,width,0.313,437_0.25
"4,6",Other,4,length,0.33,437_0.25
"4,6",Other,4,width,0.292,437_0.25
"4,6",Other,5,length,3.85,437_0.25
"4,6",Other,5,width,1.027,437_0.25
"4,6",Other,6,length,0.749,437_0.25
"4,6",Other,6,width,0.665,437_0.25
"4,6",Other,7,length,0.444,437_0.25
"4,6",Other,7,width,0.336,437_0.25
"4,6",Other,8,length,0.475,437_0.25
"4,6",Other,8,width,0.306,437_0.25
"4,6",Other,9,length,0.399,437_0.25
"4,6",Other,9,width,0.197,437_0.25
"4,6",Other,10,length,0.536,437_0.25
"4,6",Other,10,width,0.269,437_0.25
"4,6",Other,11,length,0.481,437_0.25
"4,6",Other,11,width,0.331,437_0.25
"4,6",Chaetognath,1,length,3.155,437_0.25
"4,6",Chaetognath,1,width,0.319,437_0.25
"4,6",Chaetognath,2,length,1.695,437_0.25
"4,6",Chaetognath,2,width,0.162,437_0.25
"4,6",Chaetognath,3,length,1.253,437_0.25
"4,6",Chaetognath,3,width,0.15,437_0.25
"4,6",Chaetognath,4,length,2.15,437_0.25
"4,6",Chaetognath,4,width,0.263,437_0.25
"2,7",Copepod,1,length,2.368,437_0.25
"2,7",Copepod,1,width,1.028,437_0.25
"2,7",Copepod,2,length,1.075,437_0.25
"2,7",Copepod,2,width,0.452,437_0.25
"2,7",Copepod,3,length,1.249,437_0.25
"2,7",Copepod,3,width,0.578,437_0.25
"2,7",Copepod,4,length,1.096,437_0.25
"2,7",Copepod,4,width,0.497,437_0.25
"2,7",Copepod,5,length,0.849,437_0.25
"2,7",Copepod,5,width,0.399,437_0.25
"2,7",Copepod,6,length,1.147,437_0.25
"2,7",Copepod,6,width,0.469,437_0.25
"2,7",Copepod,7,length,0.823,437_0.25
"2,7",Copepod,7,width,0.276,437_0.25
"2,7",Copepod,8,length,0.668,437_0.25
"2,7",Copepod,8,width,0.383,437_0.25
"2,7",Copepod,9,length,0.774,437_0.25
"2,7",Copepod,9,width,0.28,437_0.25
"2,7",Copepod,10,length,0.559,437_0.25
"2,7",Copepod,10,width,0.236,437_0.25
"2,7",Copepod,11,length,0.306,437_0.25
"2,7",Copepod,11,width,0.191,437_0.25
"2,7",Copepod,12,length,3.676,437_0.25
"2,7",Copepod,12,width,1.032,437_0.25
"2,7",Copepod,13,length,0.995,437_0.25
"2,7",Copepod,13,width,0.412,437_0.25
"2,7",Copepod,14,length,0.718,437_0.25
"2,7",Copepod,14,width,0.242,437_0.25
"2,7",Copepod,15,length,0.604,437_0.25
"2,7",Copepod,15,width,0.283,437_0.25
"2,7",Copepod,16,length,0.803,437_0.25
"2,7",Copepod,16,width,0.309,437_0.25
"2,7",Copepod,17,length,0.822,437_0.25
"2,7",Copepod,17,width,0.39,437_0.25
"2,7",Copepod,18,length,0.958,437_0.25
"2,7",Copepod,18,width,0.443,437_0.25
"2,7",Copepod,19,length,0.561,437_0.25
"2,7",Copepod,19,width,0.289,437_0.25
"2,7",Copepod,20,length,0.789,437_0.25
